Timestamp,Temperature (°C),Anomaly
2025-01-01 00:00:00,-196.6726564119916,0
2025-01-01 00:01:00,-196.21936738552182,0
2025-01-01 00:02:00,-196.9104046135892,0
2025-01-01 00:03:00,-196.48859990587772,0
2025-01-01 00:04:00,-196.35948452817846,0
2025-01-01 00:05:00,-196.28091791791115,0
2025-01-01 00:06:00,-196.3787666081584,0
2025-01-01 00:07:00,-196.9870913452575,0
2025-01-01 00:08:00,-195.71352117099534,0
2025-01-01 00:09:00,-195.2115472347997,0
2025-01-01 00:10:00,-205.3643680644595,1
2025-01-01 00:11:00,-195.77561079374146,0
2025-01-01 00:12:00,-196.1931082588053,0
2025-01-01 00:13:00,-196.33361189641076,0
2025-01-01 00:14:00,-196.5947544897042,0
2025-01-01 00:15:00,-196.17454908622324,0
2025-01-01 00:16:00,-196.22655763461006,0
2025-01-01 00:17:00,-195.18691382290197,0
2025-01-01 00:18:00,-195.4360343770818,0
2025-01-01 00:19:00,-196.73072086314852,0
2025-01-01 00:20:00,-196.56612674472146,0
2025-01-01 00:21:00,-195.86075189795736,0
2025-01-01 00:22:00,-195.48048530658536,0
2025-01-01 00:23:00,-194.92938391137787,0
2025-01-01 00:24:00,-194.50467078400237,0
2025-01-01 00:25:00,-195.01842260290533,0
2025-01-01 00:26:00,-195.97693567882513,0
2025-01-01 00:27:00,-194.92451941782207,0
2025-01-01 00:28:00,-196.02063993565565,0
2025-01-01 00:29:00,-196.1460141462323,0
2025-01-01 00:30:00,-196.77438256063033,0
2025-01-01 00:31:00,-196.59662608522416,0
2025-01-01 00:32:00,-195.84897385211525,0
2025-01-01 00:33:00,-196.01044470229132,0
2025-01-01 00:34:00,-196.13603058172134,0
2025-01-01 00:35:00,-195.8236318374485,0
2025-01-01 00:36:00,-195.96105177410064,0
2025-01-01 00:37:00,-195.53304491676334,0
2025-01-01 00:38:00,-196.5516451791952,0
2025-01-01 00:39:00,-196.36262412138905,0
2025-01-01 00:40:00,-196.78761048274825,0
2025-01-01 00:41:00,-196.557316823156,0
2025-01-01 00:42:00,-196.18872893661228,0
2025-01-01 00:43:00,-196.55786741154878,0
2025-01-01 00:44:00,-196.53869502789152,0
2025-01-01 00:45:00,-196.26585517979362,0
2025-01-01 00:46:00,-195.4884964337828,0
2025-01-01 00:47:00,-196.1181424090079,0
2025-01-01 00:48:00,-196.0218608061673,0
2025-01-01 00:49:00,-195.75474105425434,0
2025-01-01 00:50:00,-195.2693023457288,0
2025-01-01 00:51:00,-196.24837556848559,0
2025-01-01 00:52:00,-196.33074636078754,0
2025-01-01 00:53:00,-195.76612408634966,0
2025-01-01 00:54:00,-195.77853459672576,0
2025-01-01 00:55:00,-196.30137993998127,0
2025-01-01 00:56:00,-196.06165529273727,0
2025-01-01 00:57:00,-194.5281531651165,0
2025-01-01 00:58:00,-195.20424183688812,0
2025-01-01 00:59:00,-195.19748640853462,0
2025-01-01 01:00:00,-195.45080580913503,0
2025-01-01 01:01:00,-196.07926075818256,0
2025-01-01 01:02:00,-196.9974907819455,0
2025-01-01 01:03:00,-196.31456025933062,0
2025-01-01 01:04:00,-196.26765914476448,0
2025-01-01 01:05:00,-195.82241231274315,0
2025-01-01 01:06:00,-196.04728830416158,0
2025-01-01 01:07:00,-196.07083304351528,0
2025-01-01 01:08:00,-196.51614475917015,0
2025-01-01 01:09:00,-196.76698532328618,0
2025-01-01 01:10:00,-196.40094104057306,0
2025-01-01 01:11:00,-196.271535496216,0
2025-01-01 01:12:00,-195.1787153744093,0
2025-01-01 01:13:00,-196.09830124019365,0
2025-01-01 01:14:00,-195.82895062657968,0
2025-01-01 01:15:00,-196.22179342021647,0
2025-01-01 01:16:00,-196.18648365651285,0
2025-01-01 01:17:00,-196.4330224937355,0
2025-01-01 01:18:00,-186.00920051195482,1
2025-01-01 01:19:00,-195.66474246259907,0
2025-01-01 01:20:00,-196.4920667930537,0
2025-01-01 01:21:00,-195.57622912830757,0
2025-01-01 01:22:00,-195.80778723985946,0
2025-01-01 01:23:00,-196.2071755266562,0
2025-01-01 01:24:00,-195.6448323575923,0
2025-01-01 01:25:00,-196.10999590988376,0
2025-01-01 01:26:00,-196.05666982262576,0
2025-01-01 01:27:00,-195.08274549162832,0
2025-01-01 01:28:00,-194.90326073435173,0
2025-01-01 01:29:00,-195.01879941428547,0
2025-01-01 01:30:00,-195.67206166875098,0
2025-01-01 01:31:00,-195.9631888443312,0
2025-01-01 01:32:00,-195.85409330146774,0
2025-01-01 01:33:00,-195.87884046494648,0
2025-01-01 01:34:00,-195.67623717474692,0
2025-01-01 01:35:00,-195.89137013138594,0
2025-01-01 01:36:00,-196.37579223236753,0
2025-01-01 01:37:00,-196.8952766044649,0
2025-01-01 01:38:00,-197.2589997283597,0
2025-01-01 01:39:00,-196.84950800816992,0
2025-01-01 01:40:00,-197.10587345663015,0
2025-01-01 01:41:00,-196.75614562466663,0
2025-01-01 01:42:00,-196.09585713642326,0
2025-01-01 01:43:00,-195.54380440537565,0
2025-01-01 01:44:00,-197.0817055055291,0
2025-01-01 01:45:00,-196.71190756916133,0
2025-01-01 01:46:00,-197.34438472353264,0
2025-01-01 01:47:00,-195.4822215256158,0
2025-01-01 01:48:00,-195.47037325381723,0
2025-01-01 01:49:00,-194.9359868913245,0
2025-01-01 01:50:00,-195.10714016045912,0
2025-01-01 01:51:00,-194.44131391243673,0
2025-01-01 01:52:00,-195.11624534836324,0
2025-01-01 01:53:00,-195.87704388807072,0
2025-01-01 01:54:00,-195.1155297663777,0
2025-01-01 01:55:00,-195.54234840474658,0
2025-01-01 01:56:00,-196.03210851715332,0
2025-01-01 01:57:00,-196.36526669801208,0
2025-01-01 01:58:00,-196.5346896334781,0
2025-01-01 01:59:00,-195.4790862504138,0
2025-01-01 02:00:00,-196.08533442750644,0
2025-01-01 02:01:00,-196.82918447899377,0
2025-01-01 02:02:00,-196.85830611978304,0
2025-01-01 02:03:00,-196.76456440663293,0
2025-01-01 02:04:00,-196.05701069592544,0
2025-01-01 02:05:00,-196.07038243453846,0
2025-01-01 02:06:00,-194.89868064160027,0
2025-01-01 02:07:00,-194.79131681097496,0
2025-01-01 02:08:00,-195.28305342441183,0
2025-01-01 02:09:00,-195.54096005640324,0
2025-01-01 02:10:00,,0
2025-01-01 02:11:00,-195.60958919330508,0
2025-01-01 02:12:00,-195.94780515513122,0
2025-01-01 02:13:00,-196.54848516468203,0
2025-01-01 02:14:00,-196.49381468694025,0
2025-01-01 02:15:00,-196.68078123952256,0
2025-01-01 02:16:00,-196.0320391790295,0
2025-01-01 02:17:00,-195.77161402052224,0
2025-01-01 02:18:00,-195.8467468096256,0
2025-01-01 02:19:00,-196.44277667516542,0
2025-01-01 02:20:00,-197.20773741657794,0
2025-01-01 02:21:00,-196.62843878192376,0
2025-01-01 02:22:00,-196.61968641777446,0
2025-01-01 02:23:00,-196.1975765189402,0
2025-01-01 02:24:00,-195.64036421464337,0
2025-01-01 02:25:00,-195.80726114690907,0
2025-01-01 02:26:00,-196.24959121722645,0
2025-01-01 02:27:00,-195.77668333198764,0
2025-01-01 02:28:00,-195.81343364082005,0
2025-01-01 02:29:00,-196.4391500999804,0
2025-01-01 02:30:00,-195.9893157693193,0
2025-01-01 02:31:00,-196.60266727325256,0
2025-01-01 02:32:00,-196.78692680550208,0
2025-01-01 02:33:00,-196.455202118861,0
2025-01-01 02:34:00,-195.78393418207835,0
2025-01-01 02:35:00,-195.45189588852747,0
2025-01-01 02:36:00,-195.78438044846243,0
2025-01-01 02:37:00,-195.77390072307173,0
2025-01-01 02:38:00,-196.7601073642089,0
2025-01-01 02:39:00,-196.7924289617149,0
2025-01-01 02:40:00,-195.1501852686648,0
2025-01-01 02:41:00,-195.93413307903532,0
2025-01-01 02:42:00,-195.6350071910187,0
