Timestamp,Temperature (°C),Anomaly,Temperature_Norm
2025-01-01 00:00:00,-196.16898013978303,0,-0.15229507395616276
2025-01-01 00:01:00,-196.3640754018902,0,-0.3221995155135275
2025-01-01 00:02:00,-196.23455768549877,0,-0.20940520653034456
2025-01-01 00:03:00,-197.03053527592093,0,-0.9026056796333777
2025-01-01 00:04:00,-196.53331811366675,0,-0.4695895039810693
2025-01-01 00:05:00,-195.79507434542825,0,0.17333177366053518
2025-01-01 00:06:00,-195.8134246677724,0,0.1573508562532753
2025-01-01 00:07:00,-195.18759247412052,0,0.7023752111380824
2025-01-01 00:08:00,-196.0334485533036,0,-0.03426340949922953
2025-01-01 00:09:00,-196.3702075383512,0,-0.3275398667332608
2025-01-01 00:10:00,-196.01193452786012,0,-0.015527288287749807
2025-01-01 00:11:00,-195.89917477707328,0,0.08267285394359003
2025-01-01 00:12:00,-195.17710801630727,0,0.7115059092931877
2025-01-01 00:13:00,-196.15231677081897,0,-0.1377832894682968
2025-01-01 00:14:00,-195.94947010579244,0,0.038871689083530885
2025-01-01 00:15:00,-195.8196738389893,0,0.15190858187749173
2025-01-01 00:16:00,-195.6377119511748,0,0.3103754385296261
2025-01-01 00:17:00,-196.47758160145503,0,-0.4210497245963403
2025-01-01 00:18:00,-196.2954262230985,0,-0.2624143610202911
2025-01-01 00:19:00,-195.45606643729005,0,0.4685667716489018
2025-01-01 00:20:00,-195.89955175632645,0,0.08234455048406311
2025-01-01 00:21:00,-195.77674832427056,0,0.18929152766550655
2025-01-01 00:22:00,-195.0075077167498,0,0.8592073135868611
2025-01-01 00:23:00,-196.42225796495308,0,-0.37286951015513414
2025-01-01 00:24:00,-195.960152893096,0,0.029568269864211693
2025-01-01 00:25:00,-195.64294188013463,0,0.30582080122214833
2025-01-01 00:26:00,-195.21990108446212,0,0.6742383084870647
2025-01-01 00:27:00,-195.8931283762919,0,0.08793853972752617
2025-01-01 00:28:00,-196.09076373467315,0,-0.08417801930662851
2025-01-01 00:29:00,-195.62373025101803,0,0.32255181294025737
2025-01-01 00:30:00,-196.83608957266244,0,-0.7332669254856086
2025-01-01 00:31:00,-196.56627438316963,0,-0.4982904396430748
2025-01-01 00:32:00,-195.9497691983296,0,0.038611215559216636
2025-01-01 00:33:00,-197.0849769096426,0,-0.9500177760371793
2025-01-01 00:34:00,-196.86552128520287,0,-0.7588983971535954
2025-01-01 00:35:00,-195.93916209093604,0,0.04784872670518566
2025-01-01 00:36:00,-195.34847700012432,0,0.562264194342193
2025-01-01 00:37:00,-196.2708796290369,0,-0.24103723832070884
2025-01-01 00:38:00,-196.19202591637455,0,-0.17236516566288174
2025-01-01 00:39:00,-195.94799088823532,0,0.04015990915750711
2025-01-01 00:40:00,-195.83417533635577,0,0.13927952679340821
2025-01-01 00:41:00,-196.05664209273388,0,-0.054462184815853174
2025-01-01 00:42:00,-195.33688452283508,0,0.5723598438152847
2025-01-01 00:43:00,-195.4967636274981,0,0.433124427736654
2025-01-01 00:44:00,-196.1266782872881,0,-0.11545526274102806
2025-01-01 00:45:00,-195.7025083530983,0,0.2539455879795325
2025-01-01 00:46:00,-195.60359631261255,0,0.3400860448031208
2025-01-01 00:47:00,-196.2470910024352,0,-0.22032021385521577
2025-01-01 00:48:00,-196.1448635973772,0,-0.13129247437736313
2025-01-01 00:49:00,-195.8739506847465,0,0.10463999591457845
2025-01-01 00:50:00,-195.77463144598028,0,0.1911350733255618
2025-01-01 00:51:00,-195.3023763265392,0,0.6024123205257855
2025-01-01 00:52:00,-195.92057146982685,0,0.06403891535274588
2025-01-01 00:53:00,-195.19612265606827,0,0.6949464515436098
2025-01-01 00:54:00,-196.08436200702772,0,-0.07860288668244005
2025-01-01 00:55:00,-195.53162976059173,0,0.4027602312484602
2025-01-01 00:56:00,-196.151447931915,0,-0.13702663557937
2025-01-01 00:57:00,-195.1793625402516,0,0.7095424908708259
2025-01-01 00:58:00,-195.521322997995,0,0.4117361783029903
2025-01-01 00:59:00,-195.5562784371472,0,0.3812942070095681
2025-01-01 01:00:00,-195.98296710234337,0,0.00969984538336399
2025-01-01 01:01:00,-196.1238569735345,0,-0.11299823875907106
2025-01-01 01:02:00,-196.212249441981,0,-0.18997741717207345
2025-01-01 01:03:00,-196.3744061301773,0,-0.3311963337936999
2025-01-01 01:04:00,-195.86213400997823,0,0.11493089434994114
2025-01-01 01:05:00,-195.48850774863976,0,0.4403143024257697
2025-01-01 01:06:00,-195.9974558566738,0,-0.0029181120533652597
2025-01-01 01:07:00,-196.00573095996796,0,-0.010124728907290822
2025-01-01 01:08:00,-196.6532215137533,0,-0.5740109031093683
2025-01-01 01:09:00,-196.72371723424044,0,-0.6354041726956522
2025-01-01 01:10:00,-196.00397905995547,0,-0.008599035304728957
2025-01-01 01:11:00,-196.50587013716165,0,-0.4456856271282474
2025-01-01 01:12:00,-196.24562383476555,0,-0.21904248777979954
2025-01-01 01:13:00,-197.0361874324446,0,-0.9075280262212759
2025-01-01 01:14:00,-196.72684029805976,0,-0.6381239845887646
2025-01-01 01:15:00,-196.27407736887187,0,-0.24382208401628758
2025-01-01 01:16:00,-195.70848774469124,0,0.24873825911629244
2025-01-01 01:17:00,-196.0647902803441,0,-0.06155827341722847
2025-01-01 01:18:00,-196.6221049679732,0,-0.5469121449085835
2025-01-01 01:19:00,-196.8333437616208,0,-0.7308756552588763
2025-01-01 01:20:00,-197.00236704707464,0,-0.8780745498658146
2025-01-01 01:21:00,-197.3580297324864,0,-1.1878138500159083
2025-01-01 01:22:00,-197.0890398005893,0,-0.9535560639994372
2025-01-01 01:23:00,-196.2242590812192,0,-0.2004363643860424
2025-01-01 01:24:00,-196.39397176146173,0,-0.34823563870142693
2025-01-01 01:25:00,-195.86511269147076,0,0.11233682204855364
2025-01-01 01:26:00,-195.1524025813013,0,0.7330213632964613
2025-01-01 01:27:00,-194.8304271735244,0,1.0134231078733398
2025-01-01 01:28:00,-195.7724059914729,0,0.19307317577459998
2025-01-01 01:29:00,-195.53286537250472,0,0.401684162307623
2025-01-01 01:30:00,-196.3908189023431,0,-0.3454898786964352
2025-01-01 01:31:00,-196.1607459811156,0,-0.1451241149335174
2025-01-01 01:32:00,-196.17916648062072,0,-0.16116614818343025
2025-01-01 01:33:00,-195.94911830028525,0,0.03917806924669292
2025-01-01 01:34:00,-195.7345481157183,0,0.22604281926651515
2025-01-01 01:35:00,-196.4825626151022,0,-0.4253875866898296
2025-01-01 01:36:00,-197.07873744478823,0,-0.9445839547324132
2025-01-01 01:37:00,-185.8799076589721,1,8.808246023321228
2025-01-01 01:38:00,-195.71423496696525,0,0.24373312172635755
2025-01-01 01:39:00,-196.38037308721783,0,-0.33639283366159883
2025-01-01 01:40:00,-196.81682306011987,0,-0.7164881169233309
2025-01-01 01:41:00,-196.3438008727313,0,-0.30454284606201126
2025-01-01 01:42:00,-196.2078621401193,0,-0.1861566064322111
2025-01-01 01:43:00,-196.20799790478628,0,-0.18627484108168202
2025-01-01 01:44:00,-196.0259895392873,0,-0.027767507972362562
2025-01-01 01:45:00,-195.5547879201636,0,0.38259226752111775
2025-01-01 01:46:00,-195.7796448751315,0,0.1867689812378932
2025-01-01 01:47:00,-206.1117149617173,1,-8.811217844441991
2025-01-01 01:48:00,-196.7469187209516,0,-0.6556098691353583
2025-01-01 01:49:00,-195.96544936287765,0,0.024955683526860343
2025-01-01 01:50:00,-195.86313416012237,0,0.11405988420916338
2025-01-01 01:51:00,-195.9945606875296,0,-0.0003967689343768502
2025-01-01 01:52:00,-196.08945614543103,0,-0.08303926679378547
2025-01-01 01:53:00,-195.7004060182709,0,0.255776468037589
2025-01-01 01:54:00,-196.30099098114232,0,-0.2672605940739533
2025-01-01 01:55:00,-196.47575452161257,0,-0.41945855842982016
2025-01-01 01:56:00,-195.4384603683384,0,0.48389953412062675
2025-01-01 01:57:00,-197.17674335007837,0,-1.029935277095625
2025-01-01 01:58:00,-196.78513302136645,0,-0.6888899155155793
2025-01-01 01:59:00,-195.89834739407547,0,0.08339340473851466
2025-01-01 02:00:00,-196.0505044987145,0,-0.04911708072103688
2025-01-01 02:01:00,-196.06878741623476,0,-0.06503929665681635
2025-01-01 02:02:00,-196.6758418317372,0,-0.5937104716862419
2025-01-01 02:03:00,-195.94243836383896,0,0.044995488179819194
2025-01-01 02:04:00,-195.751089478146,0,0.21163728775578453
2025-01-01 02:05:00,-196.2530346619024,0,-0.2254964243468149
2025-01-01 02:06:00,-195.35477383625164,0,0.5567804095786107
2025-01-01 02:07:00,-195.1404701809413,0,0.7434130447637962
